report_id,report_type,date,location,activity,barrier_failure,observed_severity,report_text,sif_potential,life_saving_rule,data_source
SYN-OIL-01228,Near-Miss,2021-03-05,Unit 4,office observation,procedure compliance,Low,"During inspection, procedure compliance needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 4.",Non-SIF-potential,Other/No Life-Saving Rule,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01229,UA/UC Observation,2021-07-19,Unit 4,light vehicle movement,vehicle segregation,Low,"While carrying out light vehicle movement, the team identified a loss of control involving vehicle segregation. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 4.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01230,Near-Miss,2019-08-03,Unit 3,contractor work,vehicle segregation,Moderate,A minor procedural observation was recorded during contractor work. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 3.,Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01231,UA/UC Observation,2019-12-15,Unit 4,contractor work,fall protection,Low,"During contractor work, personnel were exposed because fall protection was ineffective. The task was stopped before escalation. The observation was made at Unit 4.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01232,Near-Miss,2024-06-13,Unit 1,welding,no barrier identified,Low,"During welding, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 1.",Non-SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01233,Near-Miss,2015-06-06,Unit 1,gas cutting,isolation and lockout,Low,"During gas cutting, personnel were exposed because isolation and lockout was ineffective. The task was stopped before escalation. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01234,Near-Miss,2023-05-11,Unit 3,pressure testing,guard/interlock,Moderate,"During inspection, guard/interlock needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01235,UA/UC Observation,2023-08-21,Unit 2,valve maintenance,communication,Moderate,"While carrying out valve maintenance, the team identified a loss of control involving communication. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 2.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01236,Incident,2023-07-01,Unit 4,grinding,fall protection,Low,A minor procedural observation was recorded during grinding. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 4.,Non-SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01237,UA/UC Observation,2023-02-10,Unit 2,maintenance job,fall protection,Low,"A report was raised after maintenance job. fall protection was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01238,Incident,2024-02-18,Unit 3,maintenance job,supervision,High,A minor procedural observation was recorded during maintenance job. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 3.,Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01239,Near-Miss,2023-08-21,Unit 1,lifting and rigging,procedure compliance,High,"A report was raised after lifting and rigging. procedure compliance was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 1.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01240,Near-Miss,2016-07-23,Unit 1,pipeline intervention,procedure compliance,Low,"During pipeline intervention, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 1.",Non-SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01241,Near-Miss,2017-07-12,Unit 1,welding,communication,High,"While carrying out welding, the team identified a loss of control involving communication. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01242,Near-Miss,2021-08-01,Unit 4,load transfer,communication,Low,"During inspection, communication needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 4.",Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01243,Near-Miss,2017-04-16,Unit 3,overriding a safety alarm,guard/interlock,High,"During overriding a safety alarm, an unexpected condition was observed. The guard/interlock was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 3.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01244,Near-Miss,2021-05-21,Unit 2,manhole entry,vehicle segregation,High,"During manhole entry, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01245,UA/UC Observation,2024-04-08,Unit 3,welding,isolation and lockout,High,"A report was raised after welding. isolation and lockout was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01246,Near-Miss,2017-04-23,Unit 2,overriding a safety alarm,isolation and lockout,Low,A minor procedural observation was recorded during overriding a safety alarm. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 2.,Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01247,Incident,2015-02-15,Unit 1,welding,permit verification,Low,"While carrying out welding, the team identified a loss of control involving permit verification. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01248,UA/UC Observation,2021-01-06,Unit 3,equipment movement,gas testing,High,"During equipment movement, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 3.",Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01249,UA/UC Observation,2024-10-05,Unit 3,permit-to-work activity,no barrier identified,Low,"A report was raised after permit-to-work activity. no barrier identified was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01250,UA/UC Observation,2021-10-08,Unit 2,hot-work repair,tool inspection,Moderate,A minor procedural observation was recorded during hot-work repair. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 2.,Non-SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01251,UA/UC Observation,2019-12-31,Unit 4,pipeline intervention,barricading,Low,"During pipeline intervention, personnel were exposed because barricading was ineffective. The task was stopped before escalation. The observation was made at Unit 4.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01252,Near-Miss,2020-03-10,Unit 3,hoisting,guard/interlock,Low,A minor procedural observation was recorded during hoisting. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 3.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01253,Near-Miss,2022-11-08,Unit 3,work inside a pit,no barrier identified,Moderate,"During work inside a pit, an unexpected condition was observed. The no barrier identified was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 3.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01254,Incident,2023-03-23,Unit 3,hoisting,barricading,High,A routine observation during hoisting identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 3.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01255,Incident,2021-05-18,Unit 4,simultaneous operations,PPE,Low,"A report was raised after simultaneous operations. PPE was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 4.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01256,Near-Miss,2024-11-23,Unit 2,crane lifting,no barrier identified,Moderate,A routine observation during crane lifting identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 2.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01257,Incident,2016-05-11,Unit 4,entry into a tank,vehicle segregation,Moderate,"During entry into a tank, an unexpected condition was observed. The vehicle segregation was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 4.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01258,Near-Miss,2020-01-22,Unit 3,entry into a vessel,communication,Low,"During inspection, communication needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01259,UA/UC Observation,2015-10-27,Unit 3,gas cutting,permit verification,High,"During gas cutting, an unexpected condition was observed. The permit verification was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 3.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01260,Near-Miss,2015-06-04,Unit 2,rigging operation,fall protection,Low,A routine observation during rigging operation identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 2.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01261,Near-Miss,2022-07-08,Unit 2,welding,no barrier identified,High,"A report was raised after welding. no barrier identified was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01262,Incident,2025-08-27,Unit 1,simultaneous operations,isolation and lockout,High,A routine observation during simultaneous operations identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 1.,Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01263,UA/UC Observation,2024-05-27,Unit 2,journey to the worksite,exclusion zone,Low,"A report was raised after journey to the worksite. exclusion zone was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01264,Incident,2023-04-25,Unit 3,housekeeping inspection,exclusion zone,High,"During housekeeping inspection, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 3.",Non-SIF-potential,Other/No Life-Saving Rule,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01265,Incident,2018-01-24,Unit 3,light vehicle movement,communication,Low,"During light vehicle movement, personnel were exposed because communication was ineffective. The task was stopped before escalation. The observation was made at Unit 3.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01266,Incident,2020-12-20,Unit 3,contractor work,barricading,Low,"During contractor work, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 3.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01267,Near-Miss,2022-09-28,Unit 2,permit-to-work activity,PPE,Moderate,"During permit-to-work activity, personnel were exposed because PPE was ineffective. The task was stopped before escalation. The observation was made at Unit 2.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01268,Near-Miss,2023-08-09,Unit 2,permit-to-work activity,permit verification,Low,"During permit-to-work activity, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01269,UA/UC Observation,2015-03-07,Unit 4,electrical maintenance,barricading,High,"A report was raised after electrical maintenance. barricading was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 4.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01270,Incident,2022-07-03,Unit 1,temporary bypass of an interlock,procedure compliance,Low,A routine observation during temporary bypass of an interlock identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 1.,Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01271,Incident,2016-11-15,Unit 4,pump maintenance,procedure compliance,Low,"A report was raised after pump maintenance. procedure compliance was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 4.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01272,Incident,2022-01-11,Unit 2,crane lifting,guard/interlock,Low,"During inspection, guard/interlock needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 2.",Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01273,UA/UC Observation,2016-03-09,Unit 3,pipeline intervention,isolation and lockout,Moderate,"A report was raised after pipeline intervention. isolation and lockout was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01274,UA/UC Observation,2019-05-14,Unit 1,pressure testing,fall protection,Low,"During inspection, fall protection needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01275,Incident,2021-12-30,Unit 1,maintenance job,PPE,Moderate,"While carrying out maintenance job, the team identified a loss of control involving PPE. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01276,Near-Miss,2023-08-10,Unit 4,temporary bypass of an interlock,barricading,High,A minor procedural observation was recorded during temporary bypass of an interlock. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 4.,Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01277,Incident,2022-10-23,Unit 4,entry into a tank,isolation and lockout,High,"While carrying out entry into a tank, the team identified a loss of control involving isolation and lockout. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 4.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01278,Incident,2020-05-28,Unit 3,vehicle reversing,PPE,Low,"During inspection, PPE needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01279,Near-Miss,2020-09-24,Unit 2,lifting and rigging,no barrier identified,Low,"During lifting and rigging, an unexpected condition was observed. The no barrier identified was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 2.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01280,Near-Miss,2017-08-26,Unit 2,scaffold work,permit verification,High,"During scaffold work, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01281,Near-Miss,2018-04-29,Unit 1,pump maintenance,gas testing,Low,"While carrying out pump maintenance, the team identified a loss of control involving gas testing. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01282,UA/UC Observation,2025-05-10,Unit 2,journey to the worksite,PPE,High,"During journey to the worksite, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01283,Incident,2023-11-18,Unit 4,pressure testing,guard/interlock,High,"During pressure testing, personnel were exposed because guard/interlock was ineffective. The task was stopped before escalation. The observation was made at Unit 4.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01284,Near-Miss,2017-09-19,Unit 2,welding,procedure compliance,Low,"During inspection, procedure compliance needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 2.",Non-SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01285,Incident,2022-10-22,Unit 4,scaffold work,no barrier identified,Low,"A report was raised after scaffold work. no barrier identified was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 4.",SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01286,Near-Miss,2022-01-23,Unit 3,general site inspection,guard/interlock,Low,A routine observation during general site inspection identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 3.,Non-SIF-potential,Other/No Life-Saving Rule,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01287,Incident,2016-08-02,Unit 1,manhole entry,barricading,Low,"During manhole entry, personnel were exposed because barricading was ineffective. The task was stopped before escalation. The observation was made at Unit 1.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01288,UA/UC Observation,2020-09-09,Unit 3,light vehicle movement,supervision,Low,A routine observation during light vehicle movement identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 3.,Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01289,UA/UC Observation,2019-10-03,Unit 4,load transfer,gas testing,Low,"A report was raised after load transfer. gas testing was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 4.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01290,Incident,2017-04-04,Unit 4,office observation,exclusion zone,Moderate,A minor procedural observation was recorded during office observation. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 4.,Non-SIF-potential,Other/No Life-Saving Rule,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01291,UA/UC Observation,2020-04-12,Unit 1,permit-to-work activity,fall protection,High,"During permit-to-work activity, an unexpected condition was observed. The fall protection was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 1.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01292,UA/UC Observation,2023-07-18,Unit 4,load transfer,gas testing,High,A minor procedural observation was recorded during load transfer. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 4.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01293,Incident,2021-01-09,Unit 4,crane lifting,no barrier identified,Low,"While carrying out crane lifting, the team identified a loss of control involving no barrier identified. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 4.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01294,Near-Miss,2020-02-01,Unit 4,roof inspection,fall protection,Moderate,A minor procedural observation was recorded during roof inspection. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 4.,Non-SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01295,Incident,2020-04-06,Unit 1,load transfer,guard/interlock,Low,"A report was raised after load transfer. guard/interlock was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 1.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01296,Near-Miss,2019-07-16,Unit 1,heavy vehicle driving,permit verification,High,"During inspection, permit verification needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01297,Incident,2021-08-06,Unit 3,rigging operation,vehicle segregation,Low,"While carrying out rigging operation, the team identified a loss of control involving vehicle segregation. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 3.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01298,Incident,2016-10-27,Unit 4,crane lifting,isolation and lockout,Low,A minor procedural observation was recorded during crane lifting. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 4.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01299,Incident,2022-12-14,Unit 4,rigging operation,no barrier identified,High,"While carrying out rigging operation, the team identified a loss of control involving no barrier identified. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 4.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01300,Incident,2017-10-07,Unit 3,lifting and rigging,fall protection,Low,A minor procedural observation was recorded during lifting and rigging. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 3.,Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01301,Incident,2022-12-04,Unit 4,permit-to-work activity,procedure compliance,Low,"While carrying out permit-to-work activity, the team identified a loss of control involving procedure compliance. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 4.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01302,Near-Miss,2017-10-10,Unit 2,vehicle reversing,vehicle segregation,Low,A routine observation during vehicle reversing identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 2.,Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01303,Near-Miss,2022-12-02,Unit 4,temporary bypass of an interlock,isolation and lockout,Low,"During temporary bypass of an interlock, an unexpected condition was observed. The isolation and lockout was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 4.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01304,Near-Miss,2017-11-01,Unit 4,roof inspection,fall protection,Moderate,A routine observation during roof inspection identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 4.,Non-SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01305,Incident,2024-10-01,Unit 2,platform maintenance,exclusion zone,Low,"During platform maintenance, an unexpected condition was observed. The exclusion zone was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 2.",SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01306,Incident,2017-05-08,Unit 2,work inside a pit,gas testing,High,"During inspection, gas testing needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 2.",Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01307,UA/UC Observation,2016-02-01,Unit 3,welding,procedure compliance,Low,"During welding, an unexpected condition was observed. The procedure compliance was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 3.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01308,UA/UC Observation,2016-12-23,Unit 3,load transfer,exclusion zone,Moderate,A minor procedural observation was recorded during load transfer. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 3.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01309,Incident,2025-08-20,Unit 2,heavy vehicle driving,vehicle segregation,Low,"A report was raised after heavy vehicle driving. vehicle segregation was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01310,Incident,2017-01-18,Unit 3,maintenance job,barricading,Low,"During maintenance job, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 3.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01311,Incident,2016-11-11,Unit 1,hot-work repair,PPE,Low,"During hot-work repair, personnel were exposed because PPE was ineffective. The task was stopped before escalation. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01312,UA/UC Observation,2018-11-02,Unit 3,welding,isolation and lockout,Low,"During inspection, isolation and lockout needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01313,UA/UC Observation,2015-09-08,Unit 1,pipeline intervention,PPE,Moderate,"During pipeline intervention, personnel were exposed because PPE was ineffective. The task was stopped before escalation. The observation was made at Unit 1.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01314,Near-Miss,2021-10-05,Unit 1,temporary bypass of an interlock,barricading,Moderate,"During temporary bypass of an interlock, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 1.",Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01315,Near-Miss,2019-02-27,Unit 4,simultaneous operations,guard/interlock,Moderate,"During simultaneous operations, an unexpected condition was observed. The guard/interlock was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 4.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01316,Near-Miss,2021-11-06,Unit 1,pressure testing,PPE,Low,A minor procedural observation was recorded during pressure testing. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 1.,Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01317,Near-Miss,2024-10-05,Unit 4,hose handling,isolation and lockout,High,"During hose handling, personnel were exposed because isolation and lockout was ineffective. The task was stopped before escalation. The observation was made at Unit 4.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01318,Incident,2023-06-05,Unit 2,light vehicle movement,isolation and lockout,Low,"During inspection, isolation and lockout needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 2.",Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01319,Incident,2019-08-20,Unit 2,equipment movement,PPE,Low,"During equipment movement, an unexpected condition was observed. The PPE was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 2.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01320,UA/UC Observation,2025-11-15,Unit 1,disabling a trip system,PPE,Moderate,"During inspection, PPE needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01321,Incident,2021-11-14,Unit 2,maintenance job,vehicle segregation,Low,"During maintenance job, an unexpected condition was observed. The vehicle segregation was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 2.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01322,Incident,2024-08-11,Unit 4,equipment movement,no barrier identified,Low,A minor procedural observation was recorded during equipment movement. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 4.,Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01323,Incident,2024-10-29,Unit 2,rigging operation,barricading,Low,"A report was raised after rigging operation. barricading was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01324,Incident,2021-02-25,Unit 4,journey to the worksite,isolation and lockout,High,"During inspection, isolation and lockout needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 4.",Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-01325,UA/UC Observation,2017-05-16,Unit 1,journey to the worksite,vehicle segregation,Low,"A report was raised after journey to the worksite. vehicle segregation was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 1.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
